,id,casts,genres,title,vote_count,ratings
1099,12155,"[76070, 85, 1813]","[{'name': '가족'}, {'name': '판타지'}, {'name': '모험'}]",이상한 나라의 앨리스,11956,6.6
1100,11351,"[6719, 56357, 42374]",[{'name': '공포'}],지퍼스 크리퍼스 2,1182,6.1
1101,265208,"[976, 11665, 58635]","[{'name': '스릴러'}, {'name': '범죄'}, {'name': '액션'}]",와일드 카드,1426,5.6
1102,101,"[1003, 524, 64]","[{'name': '범죄'}, {'name': '드라마'}, {'name': '액션'}]",레옹,11834,8.3
1103,84354,"[141629, 141628, 1161651]","[{'name': '코미디'}, {'name': '드라마'}]",Joven y alocada,107,6.3
1104,179826,"[21028, 56542, 5293]","[{'name': '미스터리'}, {'name': '스릴러'}]",오드 토머스,971,6.9
1105,326359,"[40462, 19394, 221611]","[{'name': '애니메이션'}, {'name': '가족'}, {'name': '모험'}, {'name': '코미디'}]",겨울왕국 열기,1602,6.8
1106,20662,"[934, 112, 2201]",[{'name': '모험'}],로빈후드,3777,6.4
1107,659940,"[4455, 2038235, 66843]","[{'name': '스릴러'}, {'name': '범죄'}]",미결처리반 Q: 침묵의 암살자,25,6.3
1108,787009,"[1683086, 2911738, 7144]",[{'name': '공포'}],Stay Out of the Attic,54,5.8
1109,6466,"[5139, 50094, 18315]",[{'name': '공포'}],프레디 vs. 제이슨,1935,6.0
1110,280,"[1100, 2713, 820]","[{'name': '액션'}, {'name': '스릴러'}, {'name': 'SF'}]",터미네이터 2: 심판의 날,10146,8.1
1111,530915,"[146750, 1332971, 2983]","[{'name': '전쟁'}, {'name': '드라마'}, {'name': '액션'}, {'name': '스릴러'}]",1917,9454,8.0
1112,561,"[6384, 3293, 10959]","[{'name': '판타지'}, {'name': '액션'}, {'name': '공포'}]",콘스탄틴,5447,7.0
1113,481084,"[25072, 6885, 1442069]","[{'name': '가족'}, {'name': '애니메이션'}, {'name': '코미디'}]",아담스 패밀리,1734,6.7
1114,805051,"[3035227, 3035228, 2960776]","[{'name': '애니메이션'}, {'name': '드라마'}, {'name': '모험'}, {'name': '가족'}]",Smelliville,43,7.3
1115,16290,"[9656, 56584, 110068]","[{'name': '코미디'}, {'name': '다큐멘터리'}, {'name': '액션'}]",잭애스 3D,1055,6.6
1116,11932,"[7906, 1370, 25541]","[{'name': '공포'}, {'name': '코미디'}]",사탄의 인형 4: 처키의 신부,1380,5.9
1117,62835,"[8691, 7248, 68287]","[{'name': '액션'}, {'name': '스릴러'}, {'name': '범죄'}, {'name': '드라마'}]",콜롬비아나,2073,6.6
1118,273477,"[1034681, 1223438, 116088]","[{'name': '코미디'}, {'name': '공포'}]",좀비 서바이벌 가이드,1484,6.5
1119,72431,"[17419, 35013, 9777]","[{'name': '드라마'}, {'name': '액션'}, {'name': '모험'}, {'name': '역사'}, {'name': '전쟁'}]",레드 테일스,486,6.5
1120,68737,"[1229, 1231, 25130]","[{'name': '모험'}, {'name': '판타지'}]",7번째 아들,2139,5.5
1121,169917,"[3896, 221018, 35029]","[{'name': '범죄'}, {'name': '드라마'}, {'name': '미스터리'}, {'name': '스릴러'}]",툼스톤,2343,6.3
1122,882098,"[139576, 940964, 234168]",[{'name': '코미디'}],감당 불가 크리스마스,55,7.5
1123,10950,"[2228, 1160, 1902]",[{'name': '드라마'}],아이 엠 샘,1817,7.6
1124,763873,"[1836114, 1983013, 2705566]","[{'name': '코미디'}, {'name': '가족'}, {'name': '판타지'}]",Under Wraps,51,6.7
1125,458253,"[6968, 8691, 58225]","[{'name': '가족'}, {'name': '애니메이션'}, {'name': '코미디'}, {'name': '모험'}, {'name': '판타지'}]",잃어버린 세계를 찾아서,657,7.0
1126,711475,"[7904, 1230868, 110927]","[{'name': '코미디'}, {'name': '드라마'}]",인생 2막의 우정,93,7.4
1127,111,"[1158, 1159, 1160]","[{'name': '액션'}, {'name': '범죄'}, {'name': '드라마'}, {'name': '스릴러'}]",스카페이스,9038,8.2
1128,374205,"[84507, 65510, 90133]","[{'name': '액션'}, {'name': '애니메이션'}, {'name': '모험'}, {'name': '코미디'}]",원피스 필름 골드,324,7.2
1129,87421,"[12835, 123879, 51798]","[{'name': 'SF'}, {'name': '액션'}, {'name': '스릴러'}]",리딕,3376,6.3
1130,564,"[18269, 3293, 10727]","[{'name': '모험'}, {'name': '액션'}, {'name': '판타지'}]",미이라,7243,6.9
1131,580532,"[64, 53807, 19034]","[{'name': '스릴러'}, {'name': '범죄'}, {'name': '드라마'}]",크라이시스,186,6.5
1132,206647,"[8784, 27319, 121529]","[{'name': '액션'}, {'name': '모험'}, {'name': '스릴러'}]",007 스펙터,8941,6.5
1133,123025,"[27811, 42160, 56930]","[{'name': 'SF'}, {'name': '액션'}, {'name': '애니메이션'}, {'name': '미스터리'}]",배트맨: 다크 나이트 리턴즈 파트 1,1194,7.8
1134,878962,"[3243728, 23680, 15761]","[{'name': '애니메이션'}, {'name': '판타지'}, {'name': '가족'}]",내 친구 샤크독: 파닥파닥 판타스틱 핼러윈,4,4.0
1135,559957,"[1382332, 21911, 1192915]","[{'name': 'SF'}, {'name': '전쟁'}]",상해보루,81,5.6
1136,258489,"[28846, 27319, 2231]","[{'name': '판타지'}, {'name': '액션'}, {'name': '모험'}]",레전드 오브 타잔,5453,5.9
1137,423204,"[17276, 192, 9575]","[{'name': '액션'}, {'name': '스릴러'}]",엔젤 해즈 폴른,2651,6.5
1138,10024,"[6941, 17140, 95039]",[{'name': '드라마'}],마이 시스터즈 키퍼,1732,7.4
1139,71552,"[21593, 21595, 57599]",[{'name': '코미디'}],아메리칸 파이: 19금 동창회,3743,6.3
1140,9769,"[16940, 11149, 29369]",[{'name': '드라마'}],로리타,1256,7.1
1141,250546,"[82809, 94436, 34842]",[{'name': '공포'}],애나벨,5109,5.7
1142,590995,"[1683343, 1909534, 1803286]","[{'name': '공포'}, {'name': '드라마'}, {'name': '판타지'}]",크래프트: 레거시,521,6.4
1143,333484,"[5292, 73457, 569]","[{'name': '모험'}, {'name': '액션'}, {'name': '서부'}]",매그니피센트 7,4972,6.4
1144,67308,"[122158, 548487, 138489]","[{'name': '드라마'}, {'name': '모험'}, {'name': '로맨스'}]",옥보단 3D,62,4.7
1145,136799,"[84223, 12111, 11664]","[{'name': '가족'}, {'name': '애니메이션'}, {'name': '판타지'}, {'name': '모험'}, {'name': '코미디'}, {'name': '음악'}]",트롤,2983,6.7
1146,407439,"[108916, 73421, 5294]","[{'name': '드라마'}, {'name': '역사'}]",막달라 마리아: 부활의 증인,429,6.3
1147,278924,"[976, 56731, 2176]","[{'name': '액션'}, {'name': '범죄'}, {'name': '스릴러'}]",메카닉: 리크루트,2694,5.9
1148,36557,"[8784, 10912, 1019]","[{'name': '모험'}, {'name': '액션'}, {'name': '스릴러'}]",007 카지노 로얄,8734,7.5
1149,308531,"[19537, 21200, 76110]","[{'name': '액션'}, {'name': '모험'}, {'name': '코미디'}, {'name': '가족'}, {'name': 'SF'}]",닌자터틀: 어둠의 히어로,2829,6.0
1150,399579,"[973667, 27319, 6161]","[{'name': '액션'}, {'name': 'SF'}, {'name': '모험'}]",알리타: 배틀 엔젤,7321,7.2
1151,451156,"[1381537, 129928, 137971]","[{'name': '스릴러'}, {'name': 'TV 영화'}]",인피델리티 인 서버비아,99,6.2
1152,471707,"[1609214, 131695, 1447195]",[{'name': '드라마'}],문신을 한 신부님,369,7.8
1153,228967,"[17051, 19274, 51988]","[{'name': '액션'}, {'name': '코미디'}]",인터뷰,4822,6.2
1154,681260,"[1439969, 2309880, 2159489]","[{'name': '모험'}, {'name': '애니메이션'}, {'name': '가족'}]",Maya the Bee: The Golden Orb,67,6.6
1155,749618,"[2937639, 2372140, 2937640]","[{'name': '애니메이션'}, {'name': '가족'}]",히코의 신비한 모험,85,6.7
1156,592656,"[73381, 92404, 1094091]",[{'name': '범죄'}],브라더스 바이 블러드,107,5.9
1157,51608,"[70336, 144591, 552067]","[{'name': '액션'}, {'name': '스릴러'}, {'name': '범죄'}]",아저씨,956,7.7
1158,64635,"[72466, 3967, 10860]","[{'name': '액션'}, {'name': 'SF'}, {'name': '모험'}, {'name': '스릴러'}]",토탈 리콜,4593,6.0
1159,214,"[2144, 2138, 2464]","[{'name': '공포'}, {'name': '스릴러'}, {'name': '범죄'}]",쏘우 3,3447,6.4
1160,466282,"[1452046, 1253353, 93377]","[{'name': '코미디'}, {'name': '로맨스'}]",내가 사랑했던 모든 남자들에게,7477,7.7
1161,323372,"[1042729, 563570, 1414862]","[{'name': '드라마'}, {'name': '스릴러'}]",그녀가 죽은 밤,444,7.0
1162,49849,"[8784, 3, 59315]","[{'name': '액션'}, {'name': 'SF'}, {'name': '스릴러'}, {'name': '서부'}]",카우보이 & 에이리언,4234,5.6
1163,68718,"[134, 27319, 6193]","[{'name': '드라마'}, {'name': '서부'}]",장고: 분노의 추적자,22138,8.1
1164,118340,"[73457, 8691, 543530]","[{'name': '액션'}, {'name': 'SF'}, {'name': '모험'}]",가디언즈 오브 갤럭시,24009,7.9
1165,797394,"[2530967, 2979308, 2979310]","[{'name': '애니메이션'}, {'name': '코미디'}, {'name': '판타지'}]",마법 관리국과 비밀 요원들,224,7.2
1166,311324,"[1892, 1151657, 5293]","[{'name': '액션'}, {'name': '모험'}, {'name': '판타지'}]",그레이트 월,4193,6.0
1167,424,"[3896, 2282, 5469]","[{'name': '드라마'}, {'name': '역사'}, {'name': '전쟁'}]",쉰들러 리스트,12465,8.6
1168,447362,"[120724, 1289968, 9777]","[{'name': '드라마'}, {'name': '로맨스'}]",우리의 마지막 1년,961,8.3
1169,403310,"[1693, 1149337, 25648]","[{'name': '액션'}, {'name': '코미디'}]",변태 가면2: 잉여들의 역습,47,6.5
1170,583833,"[1429670, 2456988, 240563]","[{'name': '가족'}, {'name': '로맨스'}]",팔마,121,8.4
1171,475215,"[1547747, 1054260, 1098601]","[{'name': '애니메이션'}, {'name': '가족'}, {'name': '판타지'}, {'name': '모험'}, {'name': '드라마'}]",미래의 미라이,567,7.3
1172,43959,"[1285, 9994, 6065]","[{'name': '가족'}, {'name': '드라마'}]",소울 서퍼,1017,7.1
1173,2454,"[25130, 5526, 5527]","[{'name': '모험'}, {'name': '가족'}, {'name': '판타지'}]",나니아 연대기: 캐스피언 왕자,5215,6.6
1174,1250,"[2963, 8170, 16431]","[{'name': '스릴러'}, {'name': '액션'}, {'name': '판타지'}]",고스트 라이더,4764,5.5
1175,743904,"[15831, 34982]","[{'name': '애니메이션'}, {'name': '가족'}, {'name': 'TV 영화'}]","Curious George: Go West, Go Wild",84,6.2
1176,240,"[1158, 3087, 3092]","[{'name': '드라마'}, {'name': '범죄'}]",대부 2,9382,8.6
1177,58857,"[18056, 74377, 70209]","[{'name': '모험'}, {'name': '드라마'}, {'name': '액션'}]",13인의 자객,823,7.3
1178,689249,"[1042728, 1340020, 947514]",[{'name': '다큐멘터리'}],종이의 집: 신드롬이 된 드라마,973,7.5
1179,13,"[31, 32, 33]","[{'name': '코미디'}, {'name': '드라마'}, {'name': '로맨스'}]",포레스트 검프,22294,8.5
1180,91586,"[17178, 9827, 17181]","[{'name': '공포'}, {'name': '스릴러'}]",인시디어스: 두번째 집,3334,6.7
1181,350499,"[65424, 73044, 1254054]","[{'name': '가족'}, {'name': '모험'}, {'name': '애니메이션'}, {'name': '액션'}, {'name': '판타지'}]",포켓몬스터 XY 극장판 - 후파 광륜의 초마신,193,6.7
1182,345887,"[5292, 1253360, 1152019]","[{'name': '액션'}, {'name': '스릴러'}, {'name': '범죄'}]",더 이퀄라이저 2,3887,6.6
1183,719164,"[1290563, 1759684, 1717621]",[{'name': '스릴러'}],개인레슨,18,5.7
1184,1427,"[17064, 4566, 129050]","[{'name': '범죄'}, {'name': '판타지'}, {'name': '드라마'}]",향수: 어느 살인자의 이야기,3549,7.3
1185,1370,"[16483, 16554, 255923]","[{'name': '액션'}, {'name': '모험'}, {'name': '스릴러'}, {'name': '전쟁'}]",람보 3,2389,6.1
1186,802504,"[109880, 147535, 111851]","[{'name': '코미디'}, {'name': '로맨스'}]",저스트 세이 예스,171,6.6
1187,835739,[],[{'name': '애니메이션'}],슈퍼 몬스터의 신비한 옛날이야기,60,6.4
1188,42246,"[81178, 34982, 31531]","[{'name': '가족'}, {'name': '애니메이션'}, {'name': '코미디'}, {'name': '액션'}, {'name': '모험'}]",톰과 제리 : 수퍼 레이스,191,7.0
1189,1368,"[16483, 16554, 6197]","[{'name': '액션'}, {'name': '모험'}, {'name': '스릴러'}, {'name': '전쟁'}]",람보,4833,7.4
1190,9948,"[21986, 723, 51297]","[{'name': '모험'}, {'name': '애니메이션'}, {'name': '코미디'}, {'name': '가족'}]",토드와 코퍼 2,531,6.0
1191,15167,"[74358, 89025, 13472]","[{'name': '애니메이션'}, {'name': '가족'}]",바비의 호두까기 인형,849,6.8
1192,38322,"[78029, 53336, 117669]","[{'name': '범죄'}, {'name': '코미디'}, {'name': '액션'}]","빅 마마 하우스: 라이크 파더, 라이크 선",980,5.6
1193,614409,"[1452046, 1253353, 93377]","[{'name': '로맨스'}, {'name': '코미디'}, {'name': '드라마'}]",내가 사랑했던 모든 남자들에게: 언제나 그리고 영원히,1519,7.7
1194,676842,"[1193083, 1285469, 2233385]","[{'name': '코미디'}, {'name': '드라마'}]",Después de ti,76,7.9
1195,75948,"[1336, 83635, 89409]","[{'name': '액션'}, {'name': '판타지'}]",백사대전,183,6.2
1196,300669,"[32747, 530618, 112476]","[{'name': '스릴러'}, {'name': '공포'}]",맨 인 더 다크,6001,7.0
1197,273481,"[5081, 1121, 16851]","[{'name': '액션'}, {'name': '범죄'}, {'name': '스릴러'}]",시카리오:  암살자의 도시,6785,7.4
1198,300665,"[10822, 3127, 1522758]","[{'name': '공포'}, {'name': '스릴러'}, {'name': '미스터리'}]",레더페이스,971,5.5
1199,146233,"[6968, 131, 49]","[{'name': '드라마'}, {'name': '스릴러'}, {'name': '범죄'}]",프리즈너스,8986,8.0
1200,56292,"[500, 52851, 11108]","[{'name': '액션'}, {'name': '스릴러'}, {'name': '모험'}]",미션 임파서블: 고스트 프로토콜,8162,7.0
1201,605,"[6384, 2975, 530]","[{'name': '모험'}, {'name': '액션'}, {'name': '스릴러'}, {'name': 'SF'}]",매트릭스 3: 레볼루션,7931,6.7
1202,257346,"[186341, 1681, 224454]","[{'name': '애니메이션'}, {'name': 'SF'}, {'name': '액션'}]",어벤져스 컨피덴셜: 블랙 위도우 앤 퍼니셔,178,6.4
1203,76163,"[16483, 976, 1336]","[{'name': '액션'}, {'name': '모험'}, {'name': '스릴러'}]",익스펜더블 2,5621,6.3
1204,10340,"[64871, 64872, 64870]","[{'name': '가족'}, {'name': '애니메이션'}, {'name': '로맨스'}]",레이디와 트램프,4365,7.1
1205,37834,"[500, 6941, 133]","[{'name': '액션'}, {'name': '코미디'}]",나잇 & 데이,3628,6.2
1206,598331,"[1803287, 21200, 1219638]","[{'name': '가족'}, {'name': '코미디'}, {'name': '애니메이션'}]",럼블,204,6.8
1207,7443,"[2461, 53328, 65301]","[{'name': '애니메이션'}, {'name': '코미디'}, {'name': '가족'}]",치킨 런,3941,6.7
1208,772,"[11510, 4517, 11511]","[{'name': '코미디'}, {'name': '가족'}, {'name': '모험'}]",나 홀로 집에 2: 뉴욕을 헤매다,7625,6.7
1209,9286,"[17628, 57136, 20176]","[{'name': '공포'}, {'name': '미스터리'}]",파이널 데스티네이션 3,2988,6.1
1210,613583,"[35962, 97085, 54325]",[{'name': '코미디'}],Chacun chez soi,43,5.1
1211,158015,"[569, 17286, 81083]","[{'name': 'SF'}, {'name': '공포'}, {'name': '스릴러'}]",더 퍼지,7088,6.3
1212,61927,"[123088, 1084242, 1415967]",[{'name': '다큐멘터리'}],Porno Unplugged,34,6.3
1213,633515,"[1279249, 1729393, 1112244]","[{'name': '전쟁'}, {'name': '역사'}, {'name': '드라마'}]",더 포가튼 배틀,357,7.2
1214,522681,"[1353827, 116088, 212154]","[{'name': '공포'}, {'name': '스릴러'}, {'name': '미스터리'}]",이스케이프 룸,3634,6.5
1215,65759,"[109, 2157, 77271]","[{'name': '애니메이션'}, {'name': '코미디'}, {'name': '가족'}]",해피 피트 2,1230,6.1
1216,40095,"[4515, 80868, 26294]","[{'name': '액션'}, {'name': '공포'}, {'name': 'SF'}, {'name': '스릴러'}]",데드 히트,126,6.0
1217,776305,"[3112441, 1668610, 1018944]","[{'name': '애니메이션'}, {'name': '드라마'}, {'name': 'SF'}, {'name': '음악'}]",용과 주근깨 공주,209,8.4
1218,9444,"[5344, 3036, 1062]","[{'name': '애니메이션'}, {'name': '가족'}]",아나스타샤,4532,7.6
1219,539140,"[119145, 119143, 114299]","[{'name': '애니메이션'}, {'name': 'SF'}]",센코롤 커넥트,10,7.1
1220,87428,"[19292, 62861, 4038]","[{'name': '코미디'}, {'name': '드라마'}]",대디 보이,1422,5.7
1221,10202,"[19292, 41292, 529]","[{'name': '판타지'}, {'name': '코미디'}, {'name': '가족'}, {'name': '로맨스'}]",베드타임 스토리,2346,6.1
1222,558,"[2219, 205, 17051]","[{'name': '액션'}, {'name': '모험'}, {'name': '판타지'}]",스파이더맨 2,12308,7.2
1223,340382,"[133168, 226711, 114725]","[{'name': '공포'}, {'name': 'SF'}, {'name': '액션'}, {'name': '판타지'}]",진격의 거인 파트2,212,5.8
1224,252,"[3460, 3462, 3461]","[{'name': '가족'}, {'name': '판타지'}, {'name': '코미디'}]",초콜렛 천국,2634,7.5
1225,785533,"[67599, 1097967, 1107810]","[{'name': '로맨스'}, {'name': '코미디'}]",크리스마스 스위치: 로맨싱 스타,278,7.0
1226,638507,"[449, 59174, 17276]","[{'name': '애니메이션'}, {'name': '판타지'}, {'name': '모험'}, {'name': '액션'}, {'name': '가족'}]",드래곤 길들이기: 홈커밍,654,8.2
1227,638134,"[58502, 1665, 49491]","[{'name': '애니메이션'}, {'name': '가족'}, {'name': '모험'}, {'name': '코미디'}]",애완연맹,148,6.0
1228,52629,"[7370, 76857, 7368]","[{'name': '드라마'}, {'name': '범죄'}, {'name': '코미디'}]",El Infierno,413,7.7
1229,397567,"[75913, 63442, 150125]","[{'name': '드라마'}, {'name': '판타지'}, {'name': '액션'}]",신과함께-죄와 벌,497,8.1
1230,438148,"[4495, 124747, 59919]","[{'name': '가족'}, {'name': '애니메이션'}, {'name': '액션'}, {'name': '모험'}, {'name': '코미디'}]",미니언즈 2,0,0.0
1231,346672,"[3967, 587020, 10920]","[{'name': '판타지'}, {'name': '액션'}, {'name': '스릴러'}, {'name': '공포'}]",언더월드: 블러드 워,3104,5.8
1232,660982,"[74929, 1308818, 2000335]",[{'name': '코미디'}],아메리칸 파이: 여자의 규칙,431,6.4
1233,807196,"[1115, 21679, 1850839]","[{'name': '스릴러'}, {'name': '드라마'}]",보일링 포인트,82,7.3
1234,251519,"[183812, 1164238, 13638]","[{'name': '애니메이션'}, {'name': '액션'}, {'name': '모험'}]",배트맨의 아들,811,7.1
1235,350,"[1813, 5064, 5081]","[{'name': '코미디'}, {'name': '드라마'}, {'name': '로맨스'}]",악마는 프라다를 입는다,9904,7.4
1236,76489,"[52601, 39125, 1217648]",[{'name': '코미디'}],바보 삼총사,435,5.7
1237,227859,"[62715, 1193456, 2714]","[{'name': '판타지'}, {'name': '드라마'}]",The Book of Daniel,57,7.3
1238,98,"[934, 73421, 935]","[{'name': '액션'}, {'name': '드라마'}, {'name': '모험'}]",글래디에이터,14841,8.2
1239,2770,"[21593, 21403, 21594]","[{'name': '코미디'}, {'name': '로맨스'}]",아메리칸 파이 2,4035,6.2
1240,8392,"[55662, 55663, 55664]","[{'name': '판타지'}, {'name': '애니메이션'}, {'name': '가족'}]",이웃집 토토로,5985,8.1
1241,6844,"[10017, 14528, 10606]","[{'name': '드라마'}, {'name': '역사'}]",십계,1095,7.7
1242,338967,"[57755, 44735, 54693]","[{'name': '공포'}, {'name': '코미디'}]",좀비랜드: 더블 탭,4363,7.0
1243,621876,"[2382043, 21595, 222121]","[{'name': '가족'}, {'name': '모험'}, {'name': '코미디'}, {'name': '판타지'}]",초능력 다람쥐 율리시스,179,6.6
1244,13285,"[74358, 74359, 74367]","[{'name': '애니메이션'}, {'name': '가족'}, {'name': '모험'}, {'name': '판타지'}]",바비 : 머메이디아,543,6.8
1245,37686,"[518627, 18050, 518628]","[{'name': '스릴러'}, {'name': 'SF'}, {'name': '미스터리'}]",슈퍼 에이트,5592,6.7
1246,888,"[1230, 20, 8872]","[{'name': '판타지'}, {'name': '코미디'}, {'name': '가족'}]",고인돌 가족 플린스톤,1951,5.3
1247,462883,"[134423, 1245028, 89599]","[{'name': '코미디'}, {'name': '가족'}, {'name': '애니메이션'}]",Woody Woodpecker,576,6.7
1248,10521,"[11661, 1813, 23821]","[{'name': '코미디'}, {'name': '로맨스'}]",신부들의 전쟁,2565,6.2
1249,648990,"[2098518, 2177606, 2506158]",[{'name': '공포'}],La casa,74,6.4
1250,278927,"[1414734, 1532, 2282]","[{'name': '가족'}, {'name': '모험'}, {'name': '드라마'}, {'name': '판타지'}]",정글북,7019,6.9
1251,23023,"[18918, 39189, 15852]","[{'name': '코미디'}, {'name': '가족'}, {'name': '판타지'}]",미스터 이빨요정,1654,5.5
1252,331482,"[36592, 1373737, 10990]","[{'name': '드라마'}, {'name': '로맨스'}]",작은 아씨들,4626,7.9
1253,615982,"[1449355, 1676372, 2056412]",[{'name': '공포'}],시진 6,33,5.7
1254,8277,"[26973, 26975, 54598]",[{'name': '코미디'}],아메리칸 파이: 기숙사 소동,1536,5.6
1255,10545,"[3999, 3416, 1022161]","[{'name': '드라마'}, {'name': '애니메이션'}, {'name': '가족'}]",노틀담의 꼽추,4115,7.1
1256,340666,"[9273, 131, 335]","[{'name': '드라마'}, {'name': '스릴러'}]",녹터널 애니멀스,6346,7.5
1257,491480,"[2185240, 5294, 132429]","[{'name': '드라마'}, {'name': '역사'}, {'name': '가족'}]",바람을 길들인 풍차소년,1216,7.9
1258,70160,"[72129, 27972, 96066]","[{'name': 'SF'}, {'name': '모험'}, {'name': '판타지'}]",헝거게임: 판엠의 불꽃,18934,7.2
1259,17134,"[56446, 49735, 71128]","[{'name': '액션'}, {'name': '스릴러'}, {'name': '범죄'}]",12 라운드,592,5.9
1260,299687,"[56734, 1108907, 17402]","[{'name': 'SF'}, {'name': '모험'}, {'name': '액션'}]",제5침공,5035,5.9
1261,406563,"[7401, 59117, 2128]","[{'name': '공포'}, {'name': '미스터리'}, {'name': '스릴러'}]",인시디어스4: 라스트 키,2192,6.2
1262,480157,"[1902689, 1902690, 1471444]","[{'name': '공포'}, {'name': 'TV 영화'}]",House of the Witch,112,4.8
1263,274855,"[17276, 5644, 38941]","[{'name': '액션'}, {'name': 'SF'}, {'name': '스릴러'}]",지오스톰,3863,6.1
1264,15016,"[74358, 59311, 7090]","[{'name': '애니메이션'}, {'name': '가족'}]",바비의 백조의 호수,897,7.0
1265,1371,"[16483, 3094, 4521]",[{'name': '드라마'}],록키 3,3122,6.8
1266,899338,"[118703, 10071, 222968]",[{'name': '드라마'}],Porno Emperor,2,1.3
1267,791910,"[1102159, 2021785, 2536384]","[{'name': '공포'}, {'name': 'SF'}]",라이즈 오브 더 머미,31,5.3
1268,55779,"[37059, 131820, 1223185]","[{'name': '공포'}, {'name': '미스터리'}]",파이널 데스티네이션 5,2644,6.0
1269,431693,"[2888, 1136406, 77335]","[{'name': '애니메이션'}, {'name': '액션'}, {'name': '모험'}, {'name': '코미디'}, {'name': '가족'}]",스파이 지니어스,2201,7.7
1270,722778,"[2431166, 72782, 116532]",[{'name': '드라마'}],신의 손,1025,7.7
1271,664413,"[2511949, 2349355, 1138242]","[{'name': '드라마'}, {'name': '로맨스'}]",365일,6531,7.0
1272,860425,"[1333665, 2018724, 20588]","[{'name': '범죄'}, {'name': '드라마'}, {'name': '스릴러'}]",Sinaliento,32,5.9
1273,8275,"[26973, 26974, 26975]",[{'name': '코미디'}],아메리칸 파이: 더 네이키드 마일,1649,5.5
1274,39324,"[90496, 65510, 122193]","[{'name': '애니메이션'}, {'name': '액션'}, {'name': 'SF'}]",드래곤볼 Z: 절망을 향한 대반격!! 남겨진 초전사 오반과 트랭크스,402,7.6
1275,37786,"[520, 2109, 38025]","[{'name': '코미디'}, {'name': '드라마'}, {'name': '로맨스'}]",섹스 앤 더 시티 2,1369,6.1
1276,5559,"[16377, 9137, 12077]","[{'name': '가족'}, {'name': '애니메이션'}, {'name': '모험'}, {'name': '코미디'}]",꿀벌 대소동,3967,6.0
1277,81005,"[73357, 3292, 3061]","[{'name': '판타지'}, {'name': '액션'}, {'name': '모험'}, {'name': '가족'}]",잭 더 자이언트 킬러,4290,5.8
1278,53182,"[38664, 10912, 17286]","[{'name': '액션'}, {'name': '드라마'}, {'name': '전쟁'}]",300: 제국의 부활,5431,6.1
1279,554590,"[55392, 1134885, 1257800]",[{'name': '코미디'}],Tod@s Caen,419,7.7
1280,661791,"[2846747, 1910478, 1915026]",[{'name': '공포'}],La abuela,12,6.9
1281,264729,"[228874, 85559, 106817]","[{'name': '로맨스'}, {'name': '코미디'}]",독일로 가자!,252,6.1
1282,19994,"[19537, 71070, 27104]","[{'name': '코미디'}, {'name': '공포'}]",죽여줘! 제니퍼,2926,5.8
1283,424783,"[130640, 56446, 1563266]","[{'name': '액션'}, {'name': '모험'}, {'name': 'SF'}]",범블비,4858,6.7
1284,703745,"[38666, 1483257, 1392838]","[{'name': '액션'}, {'name': '공포'}, {'name': 'SF'}]",딥 블루 씨 3,197,6.0
1285,583083,"[125025, 2034418, 518627]","[{'name': '코미디'}, {'name': '로맨스'}]",키싱 부스 2,4438,7.8
1286,80184,"[34018, 233278, 224731]","[{'name': '스릴러'}, {'name': '미스터리'}]",히든 페이스,773,7.3
1287,874043,[],"[{'name': '다큐멘터리'}, {'name': '음악'}]",No somos nada,3,3.5
1288,142061,"[27811, 42160, 56930]","[{'name': 'SF'}, {'name': '액션'}, {'name': '애니메이션'}, {'name': '미스터리'}]",배트맨: 다크 나이트 리턴즈 파트 2,1109,8.0
1289,625450,"[2398197, 1152083, 18324]","[{'name': '코미디'}, {'name': '드라마'}, {'name': '로맨스'}]",톨 걸,1576,6.4
1290,9532,"[50398, 17303, 43442]",[{'name': '공포'}],데스티네이션,4286,6.5
1291,11249,"[1370, 7906, 1329]","[{'name': '공포'}, {'name': '코미디'}]","사탄의 인형 5: 처키, 사탄의 씨앗",1151,5.4
1292,817451,"[11008, 58428, 1077401]","[{'name': '스릴러'}, {'name': '액션'}]",인데인저드 스피시즈,109,6.1
1293,291167,"[25849, 168529, 55586]","[{'name': '모험'}, {'name': 'SF'}, {'name': 'TV 영화'}]",Crystal Skulls,20,4.8
1294,1734,"[18269, 3293, 10727]","[{'name': '모험'}, {'name': '액션'}, {'name': '판타지'}]",미이라 2,5632,6.3
1295,890601,[9827],[{'name': '다큐멘터리'}],퍼프: 산호초의 경이로움,52,7.8
1296,4257,"[1772, 35705, 14886]",[{'name': '코미디'}],무서운 영화 4,2566,5.5
1297,58233,"[10730, 12214, 17287]","[{'name': '범죄'}, {'name': '모험'}, {'name': '액션'}, {'name': '코미디'}, {'name': '스릴러'}]",쟈니 잉글리쉬 2: 네버다이,2643,6.2
1298,879163,"[1489045, 2199174, 3251419]","[{'name': '코미디'}, {'name': '범죄'}]",Peçanha Contra o Animal,29,5.6
1299,225914,"[29095, 141694, 15993]","[{'name': 'SF'}, {'name': '액션'}, {'name': '범죄'}, {'name': 'TV 영화'}]",어메이징 스파이더맨,77,5.5
1300,483898,"[1923, 10980, 477]",[{'name': '다큐멘터리'}],50 Greatest Harry Potter Moments,49,8.0
1301,93856,"[49915, 496410, 21047]","[{'name': '공포'}, {'name': '스릴러'}]",체르노빌 다이어리,1292,5.2
